DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Progression free survival in serous epithelial ovarian cancer treated with carboplatin and paclitaxel	147 European ancestry women		11q14.1	11	78008566.0	intergenic	INTS4 - KCTD14	ENSG00000149262	ENSG00000151364		13895.0	7149.0	rs10899426-?	rs10899426	0	10899426.0	intergenic_variant	1	NR	2e-07	6.698970004336019		2.74		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Progression free survival in serous epithelial ovarian cancer treated with carboplatin and paclitaxel	147 European ancestry women		11p15.3	11	13492506.0	PTH	PTH			ENSG00000152266			rs6256-?	rs6256	0	6256.0	stop_gained	0	NR	1e-06	6.0		1.93		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Progression free survival in serous epithelial ovarian cancer treated with carboplatin and paclitaxel	147 European ancestry women		11p15.3	11	13553087.0	intergenic	PTH - HMGN2P36	ENSG00000152266	ENSG00000228901		56906.0	57276.0	rs10832063-?	rs10832063	0	10832063.0	intergenic_variant	1	NR	5e-06	5.301029995663981		1.8		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Progression free survival in serous epithelial ovarian cancer treated with carboplatin and paclitaxel	147 European ancestry women		11p15.3	11	13401400.0	BTBD10	BTBD10			ENSG00000148925			rs10500780-?	rs10500780	0	10500780.0	intron_variant	0	NR	5e-06	5.301029995663981		1.79		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		10p12.1	10	26722183.0	PDSS1	PDSS1			ENSG00000148459			rs1564271-?	rs1564271	0	1564271.0	intron_variant	0	NR	9e-06	5.045757490560675		1.62		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		11q14.1	11	78008566.0	intergenic	INTS4 - KCTD14	ENSG00000149262	ENSG00000151364		13895.0	7149.0	rs10899426-?	rs10899426	0	10899426.0	intergenic_variant	1	NR	9e-06	5.045757490560675		2.29		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		6p25.3	6	1492427.0	intergenic	FOXF2 - RN7SL352P	ENSG00000137273	ENSG00000243439		96824.0	14895.0	rs4618572-?	rs4618572	0	4618572.0	intergenic_variant	1	NR	9e-06	5.045757490560675		1.86		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		3q23	3	141643383.0	intergenic	RASA2 - LINC02618	ENSG00000155903	ENSG00000242104		28039.0	17153.0	rs295315-?	rs295315	0	295315.0	intergenic_variant	1	NR	8e-07	6.096910013008056		1.82		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		10q23.1	10	80608465.0	SH2D4B	SH2D4B			ENSG00000178217			rs17693104-?	rs17693104	0	17693104.0	intron_variant	0	NR	8e-07	6.096910013008056		1.65		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		3q23	3	141658488.0	LOC646730	RASA2 - LINC02618	ENSG00000155903	ENSG00000242104		43144.0	2048.0	rs868767-?	rs868767	0	868767.0	upstream_gene_variant	1	NR	2e-06	5.698970004336019		2.12		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		20p11.21	20	24451198.0	intergenic	GAPDHP53 - SYNDIG1	ENSG00000234069	ENSG00000101463		4884.0	18431.0	rs2050203-?	rs2050203	0	2050203.0	intergenic_variant	1	NR	4e-06	5.3979400086720375		1.78		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		14q32.31	14	101629499.0	intergenic	DIO3 - LINC02320	ENSG00000197406	ENSG00000258404		66047.0	4955.0	rs11621975-?	rs11621975	0	11621975.0	intron_variant	1	NR	5e-06	5.301029995663981		2.31		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		12q23.2	12	102981636.0	intergenic	ASCL1 - NA	ENSG00000139352			21123.0		rs17548007-?	rs17548007	0	17548007.0	intergenic_variant	1	NR	5e-06	5.301029995663981		1.86		Illumina [636555]	N
2017-10-20	28935272	Moore KN	2017-09-18	Gynecol Oncol	www.ncbi.nlm.nih.gov/pubmed/28935272	Genome-wide association study evaluating single-nucleotide polymorphisms and outcomes in patients with advanced stage serous ovarian or primary peritoneal cancer: An NRG Oncology/Gynecologic Oncology Group study.	Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin	289 European ancestry women		8q21.13	8	81290982.0	intergenic	FABP5 - NA	ENSG00000164687			6205.0		rs202280-?	rs202280	0	202280.0	intergenic_variant	1	NR	6e-06	5.221848749616356		2.0		Illumina [636555]	N
